Motif Name,Motif Count,AUPR Difference,MS Difference
BPTF_HUMAN.H10MO.D,54730,-0.000873522083564,0.00037232
PHX2B_HUMAN.H10MO.D,18952,4.38384403399e-05,-0.00056085
HSF1_HUMAN.H10MO.A,14498,8.69985466623e-05,-0.000438362
CXXC1_HUMAN.H10MO.D,22379,-7.57332716693e-05,-0.00040254
MYBB_HUMAN.H10MO.D,11784,-0.000406534625645,-0.000298351
GATA6_HUMAN.H10MO.B,23046,-0.000213951939062,-0.00050804
FOXK1_HUMAN.H10MO.D,51235,-0.00144550482036,-0.000603348
BMAL1_HUMAN.H10MO.C,23675,-0.000453161202872,-0.000409007
GLI2_HUMAN.H10MO.B,19954,-0.000355015528025,-0.000240862
DLX6_HUMAN.H10MO.D,26225,0.000223219569318,-0.000436246
MAFK_HUMAN.H10MO.S,6318,0.00010802578768,-0.00024724
HXD11_HUMAN.H10MO.D,26206,5.96366965612e-05,-0.000324994
TFE3_HUMAN.H10MO.C,16400,-0.000119929730776,-0.000395358
TYY2_HUMAN.H10MO.D,43468,0.000894257510115,-0.00117275
HIF1A_HUMAN.H10MO.A,41127,-0.00125384680499,-0.000670999
NKX25_HUMAN.H10MO.C,3834,-1.11210981836e-05,-8.52644e-05
KLF14_HUMAN.H10MO.D,89895,-0.000262305404885,-0.00184071
NDF1_HUMAN.H10MO.C,22150,-8.50357150706e-05,-0.000472575
NR0B1_HUMAN.H10MO.D,97448,-0.00170835357069,-0.00329271
